Severity,Start_Time,End_Time,Distance(mi),State,Country,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Day,Month,Year,Hour,Weekday,High_Severity
2,2022-06-20 06:22:30,2022-06-20 09:05:30,5.26,UT,US,46.0,76.0,10.0,7.0,Cloudy,Day,Day,Day,Day,20,6,2022,6.0,Monday,False
2,2017-01-13 07:47:34,2017-01-13 08:17:07,0.0,NE,US,15.8,58.0,10.0,4.6,Clear,Day,Day,Day,Day,13,1,2017,7.0,Friday,False
3,2017-10-21 20:42:15,2017-10-21 21:11:59,0.0,LA,US,75.9,91.0,10.0,9.2,Thunderstorm,Night,Night,Night,Night,21,10,2017,20.0,Saturday,True
4,2021-12-16 18:34:00,2021-12-16 23:55:35,0.613,PA,US,57.0,44.0,10.0,0.0,Fair,Night,Night,Night,Night,16,12,2021,18.0,Thursday,True
2,2021-02-04 10:45:00,2021-02-06 03:35:38,0.19,FL,US,64.0,18.0,10.0,5.0,Fair,Day,Day,Day,Day,4,2,2021,10.0,Thursday,False
2,,2022-09-28 17:19:32.000000000,0.155,CA,US,91.0,27.0,8.0,6.0,Fair,Day,Day,Day,Day,,,,,,False
2,2018-09-18 10:57:30,2018-09-18 11:27:13,0.0,AL,US,83.8,61.0,10.0,7.0,Clear,Day,Day,Day,Day,18,9,2018,10.0,Tuesday,False
2,2016-09-27 06:33:14,2016-09-27 07:02:58,0.0,NY,US,63.0,93.0,10.0,6.9,Mostly Cloudy,Night,Day,Day,Day,27,9,2016,6.0,Tuesday,False
2,2018-10-22 11:49:34,2018-10-22 12:19:18,0.0,NC,US,57.0,44.0,10.0,8.1,Partly Cloudy,Day,Day,Day,Day,22,10,2018,11.0,Monday,False
2,2022-03-11 07:52:49,2022-03-11 08:22:31,0.0,GA,US,47.0,93.0,8.0,6.0,Cloudy,Day,Day,Day,Day,11,3,2022,7.0,Friday,False
2,2019-04-26 10:00:44,2019-04-26 12:09:35,0.0,CO,US,65.0,29.0,10.0,9.0,Mostly Cloudy,Day,Day,Day,Day,26,4,2019,10.0,Friday,False
2,2020-12-14 15:14:02,2020-12-14 16:13:46,0.0,OH,US,35.0,52.0,10.0,20.0,Cloudy,Day,Day,Day,Day,14,12,2020,15.0,Monday,False
2,2019-01-18 10:27:00,2019-01-18 11:26:00,0.292,UT,US,35.8,78.0,10.0,28.8,Overcast,Day,Day,Day,Day,18,1,2019,10.0,Friday,False
2,,2022-04-19 08:57:00.000000000,0.434,MS,US,54.0,47.0,10.0,14.0,Fair,Day,Day,Day,Day,,,,,,False
3,2021-07-28 17:08:31,2021-07-28 18:14:00,0.0,OH,US,80.0,51.0,7.0,5.0,Fair,Day,Day,Day,Day,28,7,2021,17.0,Wednesday,True
2,2019-07-23 16:09:41,2019-07-23 20:09:41,0.0,OR,US,90.0,19.0,10.0,16.0,Partly Cloudy,Day,Day,Day,Day,23,7,2019,16.0,Tuesday,False
2,,2022-01-31 17:09:46.000000000,0.136,FL,US,67.0,49.0,10.0,13.0,Partly Cloudy,Day,Day,Day,Day,,,,,,False
2,2023-01-04 18:45:00,2023-01-04 20:59:39,0.094,CA,US,,,,7.0,,Night,Night,Night,Night,4,1,2023,18.0,Wednesday,False
3,2016-08-02 21:11:10,2016-08-02 21:56:10,0.0,CA,US,77.0,54.0,10.0,11.5,Partly Cloudy,Night,Night,Night,Day,2,8,2016,21.0,Tuesday,True
2,2019-11-11 21:21:00,2019-11-11 22:13:46,0.0,CA,US,61.0,87.0,7.0,0.0,Fair,Night,Night,Night,Night,11,11,2019,21.0,Monday,False
2,2021-08-31 08:01:00,2021-08-31 09:46:00,2.053,NC,US,73.0,88.0,10.0,0.0,Fair,Day,Day,Day,Day,31,8,2021,8.0,Tuesday,False
2,2016-12-08 07:13:44,2016-12-08 07:58:29,0.01,PA,US,32.0,100.0,7.0,7.0,Overcast,Day,Day,Day,Day,8,12,2016,7.0,Thursday,False
3,2019-07-28 11:10:42,2019-07-28 11:54:20,0.0,CA,US,76.0,64.0,10.0,9.0,Partly Cloudy,Day,Day,Day,Day,28,7,2019,11.0,Sunday,True
3,2017-10-07 15:16:39,2017-10-07 15:46:16,0.0,TX,US,88.0,22.0,10.0,13.8,Partly Cloudy,Day,Day,Day,Day,7,10,2017,15.0,Saturday,True
3,2017-05-21 21:54:43,2017-05-21 22:24:27,0.0099999997764825,CA,US,77.0,34.0,10.0,4.6,Clear,Night,Night,Night,Night,21,5,2017,21.0,Sunday,True
2,2021-03-21 09:06:00,2021-03-21 14:41:28,0.119,FL,US,53.0,89.0,10.0,9.0,Cloudy,Day,Day,Day,Day,21,3,2021,9.0,Sunday,False
3,2017-08-22 15:22:08,2017-08-22 15:51:53,0.0,MI,US,69.8,100.0,7.0,10.4,Light Rain,Day,Day,Day,Day,22,8,2017,15.0,Tuesday,True
2,2022-12-19 22:21:00,2022-12-20 00:48:46,0.408,CA,US,40.0,93.0,5.0,5.0,Mostly Cloudy,Night,Night,Night,Night,19,12,2022,22.0,Monday,False
2,2018-05-03 17:41:15,2018-05-03 18:11:10,0.0,NC,US,81.0,39.0,10.0,8.1,Clear,Day,Day,Day,Day,3,5,2018,17.0,Thursday,False
3,2018-06-21 14:14:37,2018-06-21 15:13:58,0.9800000190734864,TX,US,93.2,34.0,10.0,3.5,Clear,Day,Day,Day,Day,21,6,2018,14.0,Thursday,True
2,2021-11-29 15:12:00,2021-11-29 17:33:17,0.026,CA,US,88.0,9.0,7.0,6.0,Fair,Day,Day,Day,Day,29,11,2021,15.0,Monday,False
2,2022-01-10 15:10:16,2022-01-10 16:28:17,0.135,VA,US,41.0,30.0,10.0,7.0,Fair,Day,Day,Day,Day,10,1,2022,15.0,Monday,False
2,2016-08-04 15:47:32,2016-08-04 21:47:32,0.011,FL,US,86.0,61.0,10.0,6.9,Partly Cloudy,Day,Day,Day,Day,4,8,2016,15.0,Thursday,False
2,2022-05-31 15:14:27,2022-05-31 16:46:11,2.214,CT,US,87.0,48.0,10.0,10.0,Mostly Cloudy,Day,Day,Day,Day,31,5,2022,15.0,Tuesday,False
2,,2021-02-19 13:48:06.000000000,0.049,CA,US,51.0,92.0,1.0,3.0,Fog,Day,Day,Day,Day,,,,,,False
2,,2022-04-01 16:23:46.000000000,0.143,PA,US,47.0,54.0,10.0,14.0,Light Rain,Day,Day,Day,Day,,,,,,False
2,,2021-07-25 23:59:00.000000000,0.189,UT,US,97.0,9.0,9.0,6.0,Fair,Day,Day,Day,Day,,,,,,False
2,2022-09-09 16:58:00,2022-09-09 17:58:00,0.028,NC,US,81.0,45.0,10.0,9.0,Mostly Cloudy,Day,Day,Day,Day,9,9,2022,16.0,Friday,False
2,2021-08-03 16:20:25,2021-08-03 16:49:30,0.0,MA,US,74.0,68.0,10.0,10.0,Cloudy,Day,Day,Day,Day,3,8,2021,16.0,Tuesday,False
3,2019-08-06 14:30:15,2019-08-06 15:00:04,0.0,NC,US,89.0,52.0,10.0,9.0,Partly Cloudy,Day,Day,Day,Day,6,8,2019,14.0,Tuesday,True
2,2021-11-16 07:25:30,2021-11-16 08:25:09,0.0,SC,US,35.0,89.0,10.0,0.0,Fair,Day,Day,Day,Day,16,11,2021,7.0,Tuesday,False
2,2022-06-07 22:45:12,2022-06-08 00:21:12,1.003,VA,US,65.0,99.0,7.0,0.0,Fair,Night,Night,Night,Night,7,6,2022,22.0,Tuesday,False
2,2020-10-19 22:32:35,2020-10-20 00:32:15,0.04,LA,US,68.0,100.0,0.5,3.0,Fog,Night,Night,Night,Night,19,10,2020,22.0,Monday,False
2,2020-08-28 08:03:06,2020-08-28 10:29:14,0.0,AL,US,76.0,91.0,6.0,13.0,Rain,Day,Day,Day,Day,28,8,2020,8.0,Friday,False
2,2021-12-06 14:11:00,2021-12-06 15:27:40,0.069,LA,US,65.0,90.0,2.0,15.0,Heavy T-Storm,Day,Day,Day,Day,6,12,2021,14.0,Monday,False
2,2017-10-03 13:13:59,2017-10-03 13:43:38,0.8299999833106995,TX,US,84.0,69.0,10.0,3.5,Mostly Cloudy,Day,Day,Day,Day,3,10,2017,13.0,Tuesday,False
2,2022-04-12 10:52:30,2022-04-12 12:55:51,0.084,FL,US,79.0,47.0,10.0,18.0,Partly Cloudy,Day,Day,Day,Day,12,4,2022,10.0,Tuesday,False
1,2022-05-30 09:18:26,2022-05-30 10:17:42,0.0,LA,US,80.0,76.0,10.0,6.0,Fair,Day,Day,Day,Day,30,5,2022,9.0,Monday,False
2,2020-03-09 21:25:00,2020-03-09 22:20:58,0.0,CA,US,58.0,56.0,10.0,6.0,Fair,Night,Night,Night,Night,9,3,2020,21.0,Monday,False
2,2021-06-30 22:09:57,2021-07-01 01:01:17,0.015,SC,US,78.0,84.0,10.0,5.0,Fair,Night,Night,Night,Day,30,6,2021,22.0,Wednesday,False
2,2023-01-03 15:03:00,2023-01-03 17:44:22,0.004,NY,US,49.0,93.0,1.0,6.0,Fog,Day,Day,Day,Day,3,1,2023,15.0,Tuesday,False
1,2022-05-27 10:32:33,2022-05-27 11:32:13,0.0,MA,US,72.0,78.0,10.0,14.0,Cloudy,Day,Day,Day,Day,27,5,2022,10.0,Friday,False
2,2021-02-15 12:41:11,2021-02-15 13:59:08,0.27,VA,US,40.0,70.0,10.0,5.0,Cloudy,Day,Day,Day,Day,15,2,2021,12.0,Monday,False
2,2020-12-05 21:58:10,2020-12-05 22:27:52,0.0,CA,US,55.0,33.0,10.0,5.0,Fair,Night,Night,Night,Night,5,12,2020,21.0,Saturday,False
2,,2022-09-28 06:58:30.000000000,0.501,MN,US,32.0,93.0,10.0,0.0,Fair,Night,Night,Day,Day,,,,,,False
2,2022-09-26 19:36:08,2022-09-26 21:36:36,0.479,MN,US,56.0,41.0,10.0,3.0,Fair,Night,Night,Day,Day,26,9,2022,19.0,Monday,False
2,2019-02-14 07:17:45,2019-02-14 08:17:29,0.0,GA,US,34.0,89.0,10.0,7.0,Scattered Clouds,Day,Day,Day,Day,14,2,2019,7.0,Thursday,False
3,2020-04-03 19:51:00,2020-04-03 20:06:00,0.0,CA,US,63.0,60.0,10.0,0.0,Fair,Night,Night,Day,Day,3,4,2020,19.0,Friday,True
2,,2023-01-19 09:08:00.000000000,4.263999999999999,CA,US,36.0,93.0,10.0,0.0,Fair,Night,Night,Night,Day,,,,,,False
3,2018-01-11 06:29:48,2018-01-11 07:14:18,0.0,UT,US,36.0,73.0,10.0,6.9,Overcast,Night,Night,Night,Day,11,1,2018,6.0,Thursday,True
3,2017-09-05 19:06:23,2017-09-05 19:36:07,0.0,SC,US,89.1,45.0,10.0,9.2,Scattered Clouds,Day,Day,Day,Day,5,9,2017,19.0,Tuesday,True
2,2018-02-28 06:53:06,2018-02-28 12:53:06,0.765,CA,US,46.4,66.0,10.0,5.8,Clear,Day,Day,Day,Day,28,2,2018,6.0,Wednesday,False
2,2018-05-11 19:44:20,2018-05-11 20:29:07,0.0,FL,US,78.1,58.0,10.0,8.1,Mostly Cloudy,Day,Day,Day,Day,11,5,2018,19.0,Friday,False
2,2017-11-27 12:37:10,2017-11-27 13:36:55,0.0,FL,US,68.0,24.0,10.0,3.0,Fair,Day,Day,Day,Day,27,11,2017,12.0,Monday,False
2,2021-09-14 08:48:35,2021-09-14 10:22:30,1.487,SC,US,70.0,94.0,10.0,0.0,Fair,Day,Day,Day,Day,14,9,2021,8.0,Tuesday,False
2,2022-01-05 10:00:30,2022-01-05 10:14:30,2.077,MN,US,11.0,77.0,1.0,14.0,Light Snow,Day,Day,Day,Day,5,1,2022,10.0,Wednesday,False
2,2019-04-23 14:23:22,2019-04-23 17:00:38,0.0,WA,US,62.0,60.0,10.0,8.0,Mostly Cloudy,Day,Day,Day,Day,23,4,2019,14.0,Tuesday,False
2,2020-12-31 17:06:09,2020-12-31 17:49:38,0.0,MA,US,41.0,53.0,10.0,7.0,Fair,Night,Night,Day,Day,31,12,2020,17.0,Thursday,False
2,2018-02-22 06:52:13,2018-02-22 07:21:55,0.0,SC,US,64.4,88.0,10.0,6.9,Overcast,Night,Day,Day,Day,22,2,2018,6.0,Thursday,False
3,2020-05-01 15:38:54,2020-05-01 16:37:30,0.0,OR,US,58.0,58.0,10.0,5.0,Cloudy,Day,Day,Day,Day,1,5,2020,15.0,Friday,True
3,2017-09-05 02:30:02,2017-09-05 02:59:20,0.0,CA,US,72.0,71.0,10.0,9.2,Smoke,Night,Night,Night,Night,5,9,2017,2.0,Tuesday,True
2,2020-06-03 09:39:07,2020-06-03 10:08:00,0.0,FL,US,80.0,79.0,10.0,13.0,Fair,Day,Day,Day,Day,3,6,2020,9.0,Wednesday,False
2,2018-12-12 07:21:29,2018-12-12 08:21:11,0.0,GA,US,32.0,96.0,1.5,3.5,Partly Cloudy,Day,Day,Day,Day,12,12,2018,7.0,Wednesday,False
2,2021-05-10 08:41:59,2021-05-10 10:14:11,0.0,MA,US,51.0,83.0,10.0,7.0,Cloudy,Day,Day,Day,Day,10,5,2021,8.0,Monday,False
2,2018-01-10 16:15:42,2018-01-10 17:15:26,1.850000023841858,NH,US,34.0,42.0,10.0,9.2,Clear,Day,Day,Day,Day,10,1,2018,16.0,Wednesday,False
2,2019-02-13 16:57:20,2019-02-13 17:27:02,0.141,NY,US,36.0,46.0,10.0,10.4,Mostly Cloudy,Day,Day,Day,Day,13,2,2019,16.0,Wednesday,False
3,2019-10-29 15:15:28,2019-10-29 16:15:05,0.0,NY,US,63.0,60.0,10.0,10.0,Partly Cloudy,Day,Day,Day,Day,29,10,2019,15.0,Tuesday,True
2,2019-05-06 08:51:55,2019-05-06 09:21:25,0.0,TX,US,71.0,73.0,10.0,12.0,Fair,Day,Day,Day,Day,6,5,2019,8.0,Monday,False
3,2019-06-14 16:29:21,2019-06-14 17:44:59,0.0,NY,US,65.0,54.0,10.0,26.0,Mostly Cloudy / Windy,Day,Day,Day,Day,14,6,2019,16.0,Friday,True
2,,2022-06-19 04:03:29.000000000,0.187,NY,US,59.0,58.0,10.0,0.0,Partly Cloudy,Night,Night,Night,Night,,,,,,False
4,,2021-09-18 09:38:37.000000000,3.343,WY,US,45.0,57.0,10.0,7.0,Fair,Day,Day,Day,Day,,,,,,True
2,2021-05-31 15:55:30,2021-05-31 16:52:00,0.6890000000000001,CA,US,68.0,61.0,10.0,8.0,Fair,Day,Day,Day,Day,31,5,2021,15.0,Monday,False
2,2021-10-05 07:50:59,2021-10-05 08:50:47,0.0,SC,US,66.0,100.0,10.0,6.0,Cloudy,Day,Day,Day,Day,5,10,2021,7.0,Tuesday,False
2,,2022-09-26 08:59:00.000000000,0.7020000000000001,NC,US,60.0,83.0,10.0,3.0,Fair,Day,Day,Day,Day,,,,,,False
3,2019-03-13 03:04:21,2019-03-13 04:03:59,0.0,CA,US,57.9,42.0,10.0,4.6,Clear,Night,Night,Night,Night,13,3,2019,3.0,Wednesday,True
3,2018-08-21 07:42:10,2018-08-21 08:11:53,0.0,CA,US,61.0,72.0,10.0,10.4,Overcast,Day,Day,Day,Day,21,8,2018,7.0,Tuesday,True
2,2019-09-29 20:07:00,2019-09-29 20:42:02,0.0,CA,US,63.0,42.0,10.0,7.0,Mostly Cloudy,Night,Night,Night,Night,29,9,2019,20.0,Sunday,False
2,2018-05-24 18:28:50,2018-05-24 19:43:36,0.0,FL,US,78.8,74.0,10.0,9.2,Mostly Cloudy,Day,Day,Day,Day,24,5,2018,18.0,Thursday,False
2,2020-02-28 08:20:05,2020-02-28 09:00:00,0.0,NY,US,22.0,53.0,10.0,33.0,Cloudy / Windy,Day,Day,Day,Day,28,2,2020,8.0,Friday,False
2,,2022-06-18 07:05:00.000000000,0.099,CA,US,55.0,67.0,10.0,0.0,Fair,Night,Night,Day,Day,,,,,,False
2,,2022-04-23 22:07:26.000000000,0.197,FL,US,70.0,71.0,10.0,7.0,Fair,Night,Night,Night,Day,,,,,,False
2,,2022-09-06 13:57:23.000000000,0.081,MI,US,77.0,62.0,10.0,3.0,Partly Cloudy,Day,Day,Day,Day,,,,,,False
2,,2022-12-25 22:42:36.000000000,0.052,VA,US,26.0,49.0,10.0,9.0,Fair,Night,Night,Night,Night,,,,,,False
3,2020-10-12 12:52:36,2020-10-12 14:54:25,0.75,KS,US,68.0,32.0,10.0,12.0,Fair,Day,Day,Day,Day,12,10,2020,12.0,Monday,True
2,2021-09-27 07:03:30,2021-09-27 07:54:30,0.672,CA,US,63.0,84.0,10.0,5.0,Cloudy,Day,Day,Day,Day,27,9,2021,7.0,Monday,False
2,2021-05-24 14:52:38,2021-05-24 15:21:18,0.0,RI,US,66.0,48.0,10.0,7.0,Fair,Day,Day,Day,Day,24,5,2021,14.0,Monday,False
2,2022-01-15 04:00:00,2022-01-15 05:21:04,0.353,FL,US,53.0,86.0,10.0,3.0,Fair,Night,Night,Night,Night,15,1,2022,4.0,Saturday,False
2,2018-10-26 06:27:42,2018-10-26 06:57:20,0.0,CA,US,57.9,75.0,10.0,7.0,Clear,Night,Night,Day,Day,26,10,2018,6.0,Friday,False
2,2017-12-11 17:02:08,2017-12-11 17:31:46,0.0,TN,US,57.0,36.0,10.0,13.8,Mostly Cloudy,Night,Night,Day,Day,11,12,2017,17.0,Monday,False
2,2017-09-29 05:18:06,2017-09-29 05:47:48,0.0,CA,US,60.1,64.0,10.0,7.0,Clear,Night,Night,Night,Night,29,9,2017,5.0,Friday,False
3,2018-12-21 20:53:32,2018-12-21 21:23:07,0.426,TX,US,52.3,47.0,10.0,10.4,Clear,Night,Night,Night,Night,21,12,2018,20.0,Friday,True
3,2017-11-08 07:33:40,2017-11-08 08:02:58,0.0,NE,US,25.7,94.0,5.0,7.0,Clear,Day,Day,Day,Day,8,11,2017,7.0,Wednesday,True
3,2021-04-05 21:57:48,2021-04-06 00:53:43,0.0,IL,US,67.0,49.0,10.0,9.0,Partly Cloudy,Night,Night,Night,Night,5,4,2021,21.0,Monday,True
2,2018-12-13 10:20:57,2018-12-13 11:20:51,0.0,TX,US,63.0,90.0,9.0,6.9,Overcast,Day,Day,Day,Day,13,12,2018,10.0,Thursday,False
2,2016-11-23 08:28:56,2016-11-23 09:13:37,0.01,TX,US,55.0,62.0,10.0,16.1,Clear,Day,Day,Day,Day,23,11,2016,8.0,Wednesday,False
2,2022-05-02 17:07:00,2022-05-02 18:23:50,0.388,CA,US,67.0,47.0,10.0,9.0,Partly Cloudy,Day,Day,Day,Day,2,5,2022,17.0,Monday,False
2,2020-12-19 13:52:00,2020-12-19 21:26:25,0.109,TX,US,63.0,90.0,3.0,10.0,Light Rain,Day,Day,Day,Day,19,12,2020,13.0,Saturday,False
2,2017-07-13 16:54:54,2017-07-13 22:54:54,0.994,CA,US,89.6,33.0,10.0,10.4,Clear,Day,Day,Day,Day,13,7,2017,16.0,Thursday,False
3,2018-04-20 19:02:38,2018-04-20 19:32:11,0.0,PA,US,51.1,28.0,10.0,9.2,Clear,Day,Day,Day,Day,20,4,2018,19.0,Friday,True
2,2021-11-05 15:27:38,2021-11-05 17:30:40,0.247,FL,US,67.0,90.0,3.0,18.0,Rain,Day,Day,Day,Day,5,11,2021,15.0,Friday,False
3,2019-11-04 06:54:53,2019-11-04 07:24:00,0.0,TX,US,54.0,88.0,10.0,8.0,Fair,Day,Day,Day,Day,4,11,2019,6.0,Monday,True
2,2020-02-23 10:04:21,2020-02-23 14:04:21,0.0,OR,US,48.0,68.0,10.0,17.0,Partly Cloudy,Day,Day,Day,Day,23,2,2020,10.0,Sunday,False
2,2018-02-20 16:43:19,2018-02-20 17:13:03,0.0,SC,US,69.1,73.0,10.0,7.0,Mostly Cloudy,Day,Day,Day,Day,20,2,2018,16.0,Tuesday,False
2,2021-06-11 15:35:30,2021-06-11 17:33:00,0.092,CA,US,77.0,33.0,10.0,14.0,Fair,Day,Day,Day,Day,11,6,2021,15.0,Friday,False
2,2021-01-20 01:52:36,2021-01-20 09:52:36,0.38,OR,US,31.0,89.0,8.0,3.0,Fair,Night,Night,Night,Night,20,1,2021,1.0,Wednesday,False
2,2020-01-31 19:12:00,2020-01-31 20:04:59,0.0,CA,US,63.0,54.0,10.0,3.0,Mostly Cloudy,Night,Night,Night,Night,31,1,2020,19.0,Friday,False
2,2017-04-04 15:51:31,2017-04-04 21:51:31,0.337,FL,US,86.0,67.0,10.0,12.7,Mostly Cloudy,Day,Day,Day,Day,4,4,2017,15.0,Tuesday,False
2,2020-08-03 15:12:58,2020-08-03 16:57:08,2.8199999332427983,CT,US,90.0,38.0,10.0,13.0,Fair,Day,Day,Day,Day,3,8,2020,15.0,Monday,False
3,2016-09-19 19:51:59,2016-09-19 20:51:59,0.0,IL,US,68.7,76.0,10.0,7.0,Clear,Night,Night,Day,Day,19,9,2016,19.0,Monday,True
3,2016-12-18 15:45:42,2016-12-18 16:30:17,0.01,CA,US,51.1,38.0,10.0,6.9,Clear,Day,Day,Day,Day,18,12,2016,15.0,Sunday,True
2,2023-03-27 07:05:30,2023-03-27 09:18:30,5.3420000000000005,CA,US,39.0,93.0,10.0,7.0,Fair,Day,Day,Day,Day,27,3,2023,7.0,Monday,False
3,2017-10-25 05:33:42,2017-10-25 06:18:25,0.0,CA,US,64.4,30.0,10.0,7.0,Clear,Night,Night,Night,Night,25,10,2017,5.0,Wednesday,True
2,2022-02-14 16:28:49,2022-02-14 16:58:36,0.0,FL,US,67.0,18.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,14,2,2022,16.0,Monday,False
2,2021-04-23 05:12:30,2021-04-23 10:55:00,0.411,FL,US,73.0,71.0,10.0,5.0,Fair,Night,Night,Night,Night,23,4,2021,5.0,Friday,False
3,2016-09-23 06:09:19,2016-09-23 12:09:19,0.062,TX,US,73.9,93.0,10.0,7.0,Partly Cloudy,Night,Night,Night,Day,23,9,2016,6.0,Friday,True
2,2019-01-04 13:29:18,2019-01-04 13:59:01,0.0,CA,US,61.0,35.0,7.0,3.5,Scattered Clouds,Day,Day,Day,Day,4,1,2019,13.0,Friday,False
2,2020-04-10 02:55:00,2020-04-10 04:47:45,0.0,CA,US,48.0,86.0,9.0,5.0,Rain,Night,Night,Night,Night,10,4,2020,2.0,Friday,False
2,2017-08-29 17:28:18,2017-08-29 18:27:58,0.0,NC,US,73.9,71.0,10.0,6.9,Overcast,Day,Day,Day,Day,29,8,2017,17.0,Tuesday,False
2,2021-01-01 07:00:00,2021-01-01 10:06:10,0.239,PA,US,25.0,81.0,10.0,3.0,Fair,Night,Day,Day,Day,1,1,2021,7.0,Friday,False
2,2019-05-12 20:01:01,2019-05-13 00:01:01,0.258,OR,US,68.0,37.0,10.0,7.0,Partly Cloudy,Day,Day,Day,Day,12,5,2019,20.0,Sunday,False
3,2021-07-17 10:34:16,2021-07-17 12:22:42,0.0,IL,US,77.0,68.0,10.0,9.0,Mostly Cloudy,Day,Day,Day,Day,17,7,2021,10.0,Saturday,True
2,2020-03-07 13:38:00,2020-03-07 14:31:32,0.0,CA,US,52.0,77.0,10.0,7.0,Light Rain,Day,Day,Day,Day,7,3,2020,13.0,Saturday,False
2,2019-09-26 22:26:34,2019-09-27 02:26:34,1.793,OR,US,55.0,80.0,10.0,7.0,Mostly Cloudy,Night,Night,Night,Night,26,9,2019,22.0,Thursday,False
3,2017-10-03 08:46:59,2017-10-03 09:16:45,0.0,KY,US,57.0,96.0,10.0,7.0,Scattered Clouds,Day,Day,Day,Day,3,10,2017,8.0,Tuesday,True
2,,2022-07-10 17:27:33.000000000,1.379,CA,US,97.0,16.0,10.0,9.0,Fair,Day,Day,Day,Day,,,,,,False
2,,2021-07-28 10:34:00.000000000,0.331,TX,US,88.0,58.0,10.0,5.0,Fair,Day,Day,Day,Day,,,,,,False
3,2019-11-21 04:06:20,2019-11-21 04:50:06,0.0,SC,US,36.0,93.0,10.0,0.0,Fair,Night,Night,Night,Night,21,11,2019,4.0,Thursday,True
3,2018-09-21 16:04:02,2018-09-21 16:33:43,0.173,CA,US,,,,7.0,,Day,Day,Day,Day,21,9,2018,16.0,Friday,True
3,2017-03-27 17:25:42,2017-03-27 18:10:22,0.01,CA,US,62.6,68.0,10.0,9.2,Mostly Cloudy,Day,Day,Day,Day,27,3,2017,17.0,Monday,True
2,2020-09-10 13:06:00,2020-09-11 03:10:10,0.152,FL,US,87.0,74.0,10.0,12.0,Thunder in the Vicinity,Day,Day,Day,Day,10,9,2020,13.0,Thursday,False
3,2018-07-23 10:07:55,2018-07-23 10:37:31,0.0,FL,US,87.1,80.0,10.0,11.5,Overcast,Day,Day,Day,Day,23,7,2018,10.0,Monday,True
2,2020-05-17 14:58:00,2020-05-17 20:00:00,0.0,UT,US,80.0,21.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,17,5,2020,14.0,Sunday,False
2,,2022-10-15 14:15:00.000000000,0.893,GA,US,70.0,39.0,10.0,8.0,Fair,Day,Day,Day,Day,,,,,,False
2,2018-02-05 16:04:28,2018-02-05 16:48:37,0.0,CA,US,73.0,42.0,4.0,3.5,Haze,Day,Day,Day,Day,5,2,2018,16.0,Monday,False
2,2021-03-28 22:17:00,2021-03-29 05:01:31,0.094,FL,US,79.0,66.0,10.0,9.0,Fair,Night,Night,Night,Night,28,3,2021,22.0,Sunday,False
2,2021-03-01 19:23:06,2021-03-01 20:24:46,0.0,NC,US,54.0,38.0,10.0,9.0,Fair,Night,Night,Night,Day,1,3,2021,19.0,Monday,False
3,2018-11-21 20:39:04,2018-11-21 21:08:51,2.201,WA,US,45.0,100.0,2.5,7.0,Light Rain,Night,Night,Night,Night,21,11,2018,20.0,Wednesday,True
2,,2022-11-10 21:41:33.000000000,0.102,TX,US,74.0,76.0,10.0,3.0,Partly Cloudy,Night,Night,Night,Night,,,,,,False
2,,2021-11-12 11:13:34.000000000,0.132,FL,US,75.0,84.0,10.0,0.0,Mostly Cloudy,Day,Day,Day,Day,,,,,,False
2,2022-06-06 17:30:02,2022-06-06 19:35:06,0.115,FL,US,75.0,89.0,10.0,10.0,Partly Cloudy,Day,Day,Day,Day,6,6,2022,17.0,Monday,False
2,2019-05-20 07:41:30,2019-05-20 09:56:09,0.0,TX,US,75.0,90.0,5.0,12.0,Cloudy,Day,Day,Day,Day,20,5,2019,7.0,Monday,False
2,2019-03-26 17:00:25,2019-03-26 17:47:27,0.0,CT,US,46.0,16.0,10.0,15.0,Clear,Day,Day,Day,Day,26,3,2019,17.0,Tuesday,False
2,2022-12-22 10:46:47,2022-12-22 12:02:48,1.213,PA,US,33.0,89.0,3.0,6.0,Light Rain,Day,Day,Day,Day,22,12,2022,10.0,Thursday,False
3,2019-04-10 14:03:08,2019-04-10 18:03:08,0.019,OR,US,55.0,72.0,10.0,15.0,Partly Cloudy,Day,Day,Day,Day,10,4,2019,14.0,Wednesday,True
2,2019-08-28 08:03:02,2019-08-28 09:31:31,0.0,FL,US,82.0,85.0,10.0,7.0,Fair,Day,Day,Day,Day,28,8,2019,8.0,Wednesday,False
3,2018-01-26 13:20:18,2018-01-26 13:49:30,0.0,NY,US,35.1,37.0,10.0,10.4,Clear,Day,Day,Day,Day,26,1,2018,13.0,Friday,True
2,2020-11-26 01:19:00,2020-11-26 02:55:27,0.777,CA,US,45.0,100.0,0.25,0.0,Fog,Night,Night,Night,Night,26,11,2020,1.0,Thursday,False
3,2017-10-30 08:02:11,2017-10-30 08:31:53,0.0,FL,US,55.0,57.0,10.0,10.4,Partly Cloudy,Day,Day,Day,Day,30,10,2017,8.0,Monday,True
3,2020-01-20 16:52:25,2020-01-20 18:06:51,0.0,TX,US,54.0,28.0,13.0,0.0,Fair,Day,Day,Day,Day,20,1,2020,16.0,Monday,True
